Timestamp,Date,Time,Detected_Sign,Confidence,Detection_Source,Language,Location_Info,Session_ID
2025-08-14T18:04:18.686335,2025-08-14,18:04:18,Yield,0.9351,Video,English,Video File,20250814_180418
2025-08-14T18:04:19.339894,2025-08-14,18:04:19,Yield,0.9813,Video,English,Video File,20250814_180419
2025-08-14T18:04:19.527852,2025-08-14,18:04:19,Yield,0.9821,Video,English,Video File,20250814_180419
2025-08-14T18:04:19.728050,2025-08-14,18:04:19,Yield,0.9941,Video,English,Video File,20250814_180419
2025-08-14T18:04:19.921156,2025-08-14,18:04:19,Yield,0.9575,Video,English,Video File,20250814_180419
2025-08-14T18:04:20.122809,2025-08-14,18:04:20,Yield,0.9199,Video,English,Video File,20250814_180420
2025-08-14T18:04:20.323767,2025-08-14,18:04:20,Yield,0.9202,Video,English,Video File,20250814_180420
2025-08-14T18:04:20.552060,2025-08-14,18:04:20,Yield,0.9251,Video,English,Video File,20250814_180420
2025-08-14T18:04:20.790065,2025-08-14,18:04:20,Ahead only,0.8018,Video,English,Video File,20250814_180420
2025-08-14T18:04:21.024868,2025-08-14,18:04:21,Ahead only,0.7058,Video,English,Video File,20250814_180421
2025-08-14T18:04:21.249696,2025-08-14,18:04:21,Ahead only,0.8008,Video,English,Video File,20250814_180421
2025-08-14T18:04:21.460819,2025-08-14,18:04:21,Yield,0.8259,Video,English,Video File,20250814_180421
2025-08-14T18:04:21.652725,2025-08-14,18:04:21,Yield,0.8439,Video,English,Video File,20250814_180421
2025-08-14T18:04:21.841638,2025-08-14,18:04:21,Yield,0.9254,Video,English,Video File,20250814_180421
2025-08-14T18:04:22.052025,2025-08-14,18:04:22,Yield,0.9888,Video,English,Video File,20250814_180422
2025-08-14T18:04:22.247942,2025-08-14,18:04:22,Yield,0.9723,Video,English,Video File,20250814_180422
2025-08-14T18:04:22.433861,2025-08-14,18:04:22,Yield,0.9732,Video,English,Video File,20250814_180422
2025-08-14T18:04:22.640120,2025-08-14,18:04:22,Yield,0.9341,Video,English,Video File,20250814_180422
2025-08-14T18:04:22.821518,2025-08-14,18:04:22,Yield,0.9345,Video,English,Video File,20250814_180422
2025-08-14T18:04:23.057905,2025-08-14,18:04:23,Yield,0.7109,Video,English,Video File,20250814_180423
2025-08-14T18:04:23.255814,2025-08-14,18:04:23,Yield,0.9639,Video,English,Video File,20250814_180423
2025-08-14T18:04:23.456606,2025-08-14,18:04:23,Yield,0.9096,Video,English,Video File,20250814_180423
2025-08-14T18:04:23.661548,2025-08-14,18:04:23,Yield,0.8239,Video,English,Video File,20250814_180423
2025-08-14T18:04:23.903853,2025-08-14,18:04:23,Yield,0.9346,Video,English,Video File,20250814_180423
2025-08-14T18:04:24.109098,2025-08-14,18:04:24,Yield,0.9529,Video,English,Video File,20250814_180424
2025-08-14T18:04:24.316337,2025-08-14,18:04:24,Yield,0.7118,Video,English,Video File,20250814_180424
2025-08-14T18:04:24.515479,2025-08-14,18:04:24,Yield,0.7234,Video,English,Video File,20250814_180424
2025-08-14T18:04:24.720530,2025-08-14,18:04:24,Yield,0.7145,Video,English,Video File,20250814_180424
2025-08-14T18:04:26.159821,2025-08-14,18:04:26,Yield,0.9618,Video,English,Video File,20250814_180426
2025-08-14T18:04:26.397770,2025-08-14,18:04:26,Yield,0.9623,Video,English,Video File,20250814_180426
2025-08-14T18:04:26.622610,2025-08-14,18:04:26,Yield,0.9851,Video,English,Video File,20250814_180426
2025-08-14T18:04:26.840945,2025-08-14,18:04:26,Yield,0.9755,Video,English,Video File,20250814_180426
2025-08-14T18:04:27.527579,2025-08-14,18:04:27,Yield,0.9435,Video,English,Video File,20250814_180427
2025-08-14T18:04:27.723148,2025-08-14,18:04:27,Yield,0.9438,Video,English,Video File,20250814_180427
2025-08-14T18:04:27.932280,2025-08-14,18:04:27,Yield,0.9438,Video,English,Video File,20250814_180427
2025-08-14T18:04:28.138907,2025-08-14,18:04:28,Yield,0.9343,Video,English,Video File,20250814_180428
2025-08-14T18:04:28.347555,2025-08-14,18:04:28,Yield,0.9895,Video,English,Video File,20250814_180428
2025-08-14T18:04:28.557822,2025-08-14,18:04:28,Yield,0.9902,Video,English,Video File,20250814_180428
2025-08-14T18:04:28.968764,2025-08-14,18:04:28,Yield,0.8597,Video,English,Video File,20250814_180428
2025-08-14T18:04:29.174268,2025-08-14,18:04:29,Yield,0.9476,Video,English,Video File,20250814_180429
2025-08-14T18:04:29.369790,2025-08-14,18:04:29,Yield,0.9838,Video,English,Video File,20250814_180429
2025-08-14T18:04:29.590585,2025-08-14,18:04:29,Yield,0.9664,Video,English,Video File,20250814_180429
2025-08-14T18:04:29.792900,2025-08-14,18:04:29,Yield,0.9676,Video,English,Video File,20250814_180429
2025-08-14T18:04:30.003223,2025-08-14,18:04:30,Yield,0.8317,Video,English,Video File,20250814_180430
2025-08-14T18:04:30.423113,2025-08-14,18:04:30,Yield,0.8553,Video,English,Video File,20250814_180430
2025-08-14T18:04:30.654059,2025-08-14,18:04:30,Yield,0.9285,Video,English,Video File,20250814_180430
2025-08-14T18:04:30.846253,2025-08-14,18:04:30,Yield,0.9266,Video,English,Video File,20250814_180430
2025-08-14T18:04:31.036501,2025-08-14,18:04:31,Yield,0.9382,Video,English,Video File,20250814_180431
2025-08-14T18:04:31.241859,2025-08-14,18:04:31,Yield,0.9251,Video,English,Video File,20250814_180431
2025-08-14T18:04:31.469514,2025-08-14,18:04:31,Ahead only,0.7787,Video,English,Video File,20250814_180431
2025-08-14T18:04:31.672568,2025-08-14,18:04:31,Yield,0.9151,Video,English,Video File,20250814_180431
2025-08-14T18:04:31.887502,2025-08-14,18:04:31,Yield,0.9156,Video,English,Video File,20250814_180431
2025-08-14T18:04:32.115243,2025-08-14,18:04:32,Yield,0.9291,Video,English,Video File,20250814_180432
2025-08-14T18:04:32.305138,2025-08-14,18:04:32,Yield,0.9659,Video,English,Video File,20250814_180432
2025-08-14T18:04:32.515711,2025-08-14,18:04:32,Yield,0.9662,Video,English,Video File,20250814_180432
2025-08-14T18:04:32.714103,2025-08-14,18:04:32,Ahead only,0.7888,Video,English,Video File,20250814_180432
2025-08-14T18:04:32.914014,2025-08-14,18:04:32,Yield,0.9039,Video,English,Video File,20250814_180432
2025-08-14T18:04:33.115152,2025-08-14,18:04:33,Yield,0.9107,Video,English,Video File,20250814_180433
2025-08-14T18:04:33.331691,2025-08-14,18:04:33,Yield,0.7973,Video,English,Video File,20250814_180433
2025-08-14T18:04:34.128454,2025-08-14,18:04:34,Ahead only,0.9313,Video,English,Video File,20250814_180434
2025-08-14T18:04:34.350346,2025-08-14,18:04:34,Ahead only,0.9856,Video,English,Video File,20250814_180434
2025-08-14T18:04:34.545952,2025-08-14,18:04:34,Ahead only,0.9827,Video,English,Video File,20250814_180434
2025-08-14T18:04:35.389165,2025-08-14,18:04:35,Yield,0.9657,Video,English,Video File,20250814_180435
2025-08-14T18:04:35.602186,2025-08-14,18:04:35,Yield,0.9425,Video,English,Video File,20250814_180435
2025-08-14T18:04:35.826519,2025-08-14,18:04:35,Yield,0.9423,Video,English,Video File,20250814_180435
2025-08-14T18:04:36.054865,2025-08-14,18:04:36,Yield,0.9166,Video,English,Video File,20250814_180436
2025-08-14T18:04:36.257535,2025-08-14,18:04:36,Yield,0.9049,Video,English,Video File,20250814_180436
2025-08-14T18:04:36.452890,2025-08-14,18:04:36,Yield,0.9703,Video,English,Video File,20250814_180436
2025-08-14T18:04:36.648701,2025-08-14,18:04:36,Yield,0.9692,Video,English,Video File,20250814_180436
2025-08-14T18:04:36.843347,2025-08-14,18:04:36,Yield,0.9682,Video,English,Video File,20250814_180436
2025-08-14T18:04:37.052744,2025-08-14,18:04:37,Yield,0.9894,Video,English,Video File,20250814_180437
2025-08-14T18:04:37.301495,2025-08-14,18:04:37,Yield,0.9922,Video,English,Video File,20250814_180437
2025-08-14T18:04:37.471665,2025-08-14,18:04:37,Yield,0.9921,Video,English,Video File,20250814_180437
2025-08-14T18:04:37.667520,2025-08-14,18:04:37,Yield,0.9937,Video,English,Video File,20250814_180437
2025-08-14T18:04:37.883459,2025-08-14,18:04:37,Yield,0.9992,Video,English,Video File,20250814_180437
2025-08-14T18:04:38.123270,2025-08-14,18:04:38,Yield,0.9992,Video,English,Video File,20250814_180438
2025-08-14T18:04:38.345630,2025-08-14,18:04:38,Yield,0.9950,Video,English,Video File,20250814_180438
2025-08-14T18:04:38.539531,2025-08-14,18:04:38,Yield,0.9149,Video,English,Video File,20250814_180438
2025-08-14T18:04:38.751234,2025-08-14,18:04:38,Yield,0.9169,Video,English,Video File,20250814_180438
2025-08-14T18:04:38.965398,2025-08-14,18:04:38,Yield,0.9987,Video,English,Video File,20250814_180438
2025-08-14T18:04:39.196612,2025-08-14,18:04:39,Yield,0.9992,Video,English,Video File,20250814_180439
2025-08-14T18:04:39.407697,2025-08-14,18:04:39,Yield,0.9987,Video,English,Video File,20250814_180439
2025-08-14T18:04:39.607714,2025-08-14,18:04:39,Yield,0.9982,Video,English,Video File,20250814_180439
2025-08-14T18:04:39.820585,2025-08-14,18:04:39,Yield,0.9981,Video,English,Video File,20250814_180439
2025-08-14T18:04:40.040940,2025-08-14,18:04:40,Yield,0.9957,Video,English,Video File,20250814_180440
2025-08-14T18:04:40.253328,2025-08-14,18:04:40,Yield,0.9767,Video,English,Video File,20250814_180440
2025-08-14T18:04:40.464164,2025-08-14,18:04:40,Yield,0.9889,Video,English,Video File,20250814_180440
2025-08-14T18:04:40.662805,2025-08-14,18:04:40,Yield,0.9897,Video,English,Video File,20250814_180440
2025-08-14T18:04:40.865230,2025-08-14,18:04:40,Yield,0.9942,Video,English,Video File,20250814_180440
2025-08-14T18:04:41.066025,2025-08-14,18:04:41,Yield,0.9987,Video,English,Video File,20250814_180441
2025-08-14T18:04:41.282612,2025-08-14,18:04:41,Yield,0.9993,Video,English,Video File,20250814_180441
2025-08-14T18:04:41.502538,2025-08-14,18:04:41,Yield,0.9993,Video,English,Video File,20250814_180441
2025-08-14T18:04:41.701576,2025-08-14,18:04:41,Yield,0.9994,Video,English,Video File,20250814_180441
2025-08-14T18:04:41.889345,2025-08-14,18:04:41,Yield,0.9996,Video,English,Video File,20250814_180441
2025-08-14T18:04:42.129659,2025-08-14,18:04:42,Yield,0.9996,Video,English,Video File,20250814_180442
2025-08-14T18:04:42.369591,2025-08-14,18:04:42,Yield,0.9978,Video,English,Video File,20250814_180442
2025-08-14T18:04:42.637308,2025-08-14,18:04:42,Yield,0.9974,Video,English,Video File,20250814_180442
2025-08-14T18:04:42.838925,2025-08-14,18:04:42,Yield,0.9974,Video,English,Video File,20250814_180442
2025-08-14T18:04:43.029518,2025-08-14,18:04:43,Yield,0.9952,Video,English,Video File,20250814_180443
2025-08-14T18:04:43.253612,2025-08-14,18:04:43,Yield,0.9954,Video,English,Video File,20250814_180443
2025-08-14T18:04:43.464521,2025-08-14,18:04:43,Yield,0.9909,Video,English,Video File,20250814_180443
2025-08-14T18:04:43.681477,2025-08-14,18:04:43,Yield,0.9129,Video,English,Video File,20250814_180443
2025-08-14T18:04:43.878728,2025-08-14,18:04:43,Yield,0.9169,Video,English,Video File,20250814_180443
2025-08-14T18:04:44.063575,2025-08-14,18:04:44,Yield,0.9883,Video,English,Video File,20250814_180444
2025-08-14T18:04:44.269667,2025-08-14,18:04:44,Yield,0.9960,Video,English,Video File,20250814_180444
2025-08-14T18:04:44.482478,2025-08-14,18:04:44,Yield,0.9957,Video,English,Video File,20250814_180444
2025-08-14T18:04:44.691455,2025-08-14,18:04:44,Yield,0.9876,Video,English,Video File,20250814_180444
2025-08-14T18:04:44.906312,2025-08-14,18:04:44,Yield,0.9986,Video,English,Video File,20250814_180444
2025-08-14T18:04:45.111474,2025-08-14,18:04:45,Yield,0.9987,Video,English,Video File,20250814_180445
2025-08-14T18:04:45.322399,2025-08-14,18:04:45,Yield,0.9984,Video,English,Video File,20250814_180445
2025-08-14T18:04:45.548072,2025-08-14,18:04:45,Yield,0.9984,Video,English,Video File,20250814_180445
2025-08-14T18:04:45.736045,2025-08-14,18:04:45,Yield,0.9984,Video,English,Video File,20250814_180445
2025-08-14T18:04:45.950353,2025-08-14,18:04:45,Yield,0.9962,Video,English,Video File,20250814_180445
2025-08-14T18:04:46.139702,2025-08-14,18:04:46,Yield,0.9959,Video,English,Video File,20250814_180446
2025-08-14T18:04:46.373015,2025-08-14,18:04:46,Yield,0.9958,Video,English,Video File,20250814_180446
2025-08-14T21:55:00.594408,2025-08-14,21:55:00,Priority road,0.7758,Camera,English,Live Camera,20250814_215500
2025-08-14T21:55:12.324143,2025-08-14,21:55:12,Ahead only,0.7091,Camera,English,Live Camera,20250814_215512
2025-08-14T21:55:15.350660,2025-08-14,21:55:15,Ahead only,0.7099,Camera,English,Live Camera,20250814_215515
2025-08-14T21:55:15.547654,2025-08-14,21:55:15,Ahead only,0.7112,Camera,English,Live Camera,20250814_215515
2025-08-14T21:55:15.728804,2025-08-14,21:55:15,Ahead only,0.7071,Camera,English,Live Camera,20250814_215515
2025-08-14T21:55:15.914508,2025-08-14,21:55:15,Ahead only,0.7106,Camera,English,Live Camera,20250814_215515
2025-08-14T21:55:16.298928,2025-08-14,21:55:16,Ahead only,0.7292,Camera,English,Live Camera,20250814_215516
2025-08-14T21:55:16.713594,2025-08-14,21:55:16,Ahead only,0.7052,Camera,English,Live Camera,20250814_215516
2025-08-14T21:55:16.893775,2025-08-14,21:55:16,Ahead only,0.7012,Camera,English,Live Camera,20250814_215516
2025-08-14T21:55:18.380981,2025-08-14,21:55:18,Ahead only,0.7106,Camera,English,Live Camera,20250814_215518
2025-08-14T21:55:20.475110,2025-08-14,21:55:20,Ahead only,0.7017,Camera,English,Live Camera,20250814_215520
2025-08-14T21:55:30.574196,2025-08-14,21:55:30,Turn left ahead,0.7059,Camera,English,Live Camera,20250814_215530
