Timestamp,Date,Time,Detected_Sign,Confidence,Detection_Source,Language,Location_Info,Session_ID
2025-08-16T09:58:57.013608,2025-08-16,09:58:57,Yield,0.9829,Video,English,Video File,20250816_095857
2025-08-16T09:58:57.214892,2025-08-16,09:58:57,Yield,0.9833,Video,English,Video File,20250816_095857
2025-08-16T09:58:57.430394,2025-08-16,09:58:57,Yield,0.9847,Video,English,Video File,20250816_095857
2025-08-16T09:58:57.642932,2025-08-16,09:58:57,Yield,0.9956,Video,English,Video File,20250816_095857
2025-08-16T09:58:57.845755,2025-08-16,09:58:57,Yield,0.9963,Video,English,Video File,20250816_095857
2025-08-16T09:58:58.067647,2025-08-16,09:58:58,Yield,0.9911,Video,English,Video File,20250816_095858
2025-08-16T09:58:58.262393,2025-08-16,09:58:58,Yield,0.8981,Video,English,Video File,20250816_095858
2025-08-16T09:58:58.475793,2025-08-16,09:58:58,Yield,0.9930,Video,English,Video File,20250816_095858
2025-08-16T09:58:58.677193,2025-08-16,09:58:58,Yield,0.9930,Video,English,Video File,20250816_095858
2025-08-16T09:58:58.863778,2025-08-16,09:58:58,Yield,0.9351,Video,English,Video File,20250816_095858
2025-08-16T09:58:59.522606,2025-08-16,09:58:59,Yield,0.9813,Video,English,Video File,20250816_095859
2025-08-16T09:58:59.754809,2025-08-16,09:58:59,Yield,0.9821,Video,English,Video File,20250816_095859
2025-08-16T09:58:59.964821,2025-08-16,09:58:59,Yield,0.9941,Video,English,Video File,20250816_095859
2025-08-16T09:59:00.157486,2025-08-16,09:59:00,Yield,0.9575,Video,English,Video File,20250816_095900
2025-08-16T09:59:00.352817,2025-08-16,09:59:00,Yield,0.9199,Video,English,Video File,20250816_095900
2025-08-16T09:59:00.546031,2025-08-16,09:59:00,Yield,0.9202,Video,English,Video File,20250816_095900
2025-08-16T09:59:00.728872,2025-08-16,09:59:00,Yield,0.9251,Video,English,Video File,20250816_095900
2025-08-16T09:59:00.911637,2025-08-16,09:59:00,Ahead only,0.8018,Video,English,Video File,20250816_095900
2025-08-16T09:59:01.111662,2025-08-16,09:59:01,Ahead only,0.7058,Video,English,Video File,20250816_095901
2025-08-16T09:59:01.300681,2025-08-16,09:59:01,Ahead only,0.8008,Video,English,Video File,20250816_095901
2025-08-16T09:59:01.483444,2025-08-16,09:59:01,Yield,0.8259,Video,English,Video File,20250816_095901
2025-08-16T09:59:01.681937,2025-08-16,09:59:01,Yield,0.8439,Video,English,Video File,20250816_095901
2025-08-16T09:59:01.887575,2025-08-16,09:59:01,Yield,0.9254,Video,English,Video File,20250816_095901
2025-08-16T09:59:02.129360,2025-08-16,09:59:02,Yield,0.9888,Video,English,Video File,20250816_095902
2025-08-16T09:59:02.352760,2025-08-16,09:59:02,Yield,0.9723,Video,English,Video File,20250816_095902
2025-08-16T09:59:02.598681,2025-08-16,09:59:02,Yield,0.9732,Video,English,Video File,20250816_095902
2025-08-16T09:59:02.794962,2025-08-16,09:59:02,Yield,0.9341,Video,English,Video File,20250816_095902
2025-08-16T09:59:03.062174,2025-08-16,09:59:03,Yield,0.9345,Video,English,Video File,20250816_095903
2025-08-16T09:59:03.300157,2025-08-16,09:59:03,Yield,0.7109,Video,English,Video File,20250816_095903
2025-08-16T09:59:03.518273,2025-08-16,09:59:03,Yield,0.9639,Video,English,Video File,20250816_095903
2025-08-16T09:59:03.701023,2025-08-16,09:59:03,Yield,0.9096,Video,English,Video File,20250816_095903
2025-08-16T09:59:03.891754,2025-08-16,09:59:03,Yield,0.8239,Video,English,Video File,20250816_095903
2025-08-16T09:59:04.080215,2025-08-16,09:59:04,Yield,0.9346,Video,English,Video File,20250816_095904
2025-08-16T09:59:04.272363,2025-08-16,09:59:04,Yield,0.9529,Video,English,Video File,20250816_095904
2025-08-16T09:59:04.457262,2025-08-16,09:59:04,Yield,0.7118,Video,English,Video File,20250816_095904
2025-08-16T09:59:04.654216,2025-08-16,09:59:04,Yield,0.7234,Video,English,Video File,20250816_095904
2025-08-16T09:59:04.848640,2025-08-16,09:59:04,Yield,0.7145,Video,English,Video File,20250816_095904
2025-08-16T09:59:06.223220,2025-08-16,09:59:06,Yield,0.9618,Video,English,Video File,20250816_095906
2025-08-16T09:59:06.522317,2025-08-16,09:59:06,Yield,0.9623,Video,English,Video File,20250816_095906
2025-08-16T09:59:06.734450,2025-08-16,09:59:06,Yield,0.9851,Video,English,Video File,20250816_095906
2025-08-16T09:59:06.946642,2025-08-16,09:59:06,Yield,0.9755,Video,English,Video File,20250816_095906
